嬴政趁这时把剑转到背后拔出，～头砍断荆轲的左腿。,回_1_08_03,回,动,掉转。
这是坐月子时留下的～根儿。,病_1_06_01,病,名,生理上或心理上发生的不正常的状态。
穿件薄毛衣过得了～吗？,冬_1_02_01,冬,名,冬季。
库房的门总是由他亲～开关，别人从来不经手。,自_1_03_01,自,名,自己。
只伤了点～毛，没动根本。,皮_1_11_01,皮,名,人或生物的表皮。
略备薄～，为先生洗尘。,酒_1_02_01,酒,名,经发酵制成的含醇饮料。
规模之大是历史上所仅～的。,见_2_07_01,见,动,观察到，看见。
绣花鞋这里早就不～了。,兴_2_07_01,兴,动,繁荣；盛行。
作者的生卒年月已无从～考。,查_2_03_02,查,动,调查。
他～制不住内心的喜悦。,抑_1_02_01,抑,动,压，向下按。
在《～京条约》中吉林所有沿海地区被割让，仅剩下内陆。,北_1_03_01,北,名,方位词。四个主要方向之一，清晨面对太阳时左手的一边。
这篇文章～析事理十分诱彻。,剖_1_02_02,剖,动,分析；辨别。
小山土薄，只长些～草。,柴_1_04_01,柴,名,柴火。
他手一抖，杯子里的茶水～洒出来,泼_1_01_01,泼,动,倒洒液体使散开。
这种病菌～着在病人使用过的东西上。,附_1_03_03,附,动,依从。
大丰收的前～令人欣喜。,景_1_05_02,景,名,情形；情况。
他忠诚老实，为人很可～。,靠_1_05_05,靠,动,信任，信赖。
不久后，戒严部队到达，并释放催泪弹，几十名戒严部队队员手持木棒，市民和学生以碎砖作反击，士兵立即排成一线，操向大桥，喊著：「人不犯我，我不犯人；人～犯我，我必犯人」并一边向市民开枪，响起密集枪声，有人中弹倒下。,若_1_01_01,若,连,如若，如果。
双方将在半决赛中～拼，争夺决赛权。,比_1_10_01,比,动,对比；竞争。
她除～上班，全部时间都用来照顾多病的公婆。,去_1_12_04,去,动,除去；除掉。
按年轻化的标准～次配备干部,梯_1_03_03,梯,形,阶梯状的。
他是属于新派一～人物。,流_1_09_08,流,名,等级，级别。
旅行社昨日来～，告知旅游有关注意事项。,函_1_02_02,函,名,信函。
你们多谈一会儿，我有事失～了。,陪_1_02_01,陪,动,陪伴。
一些伐木工转～为护林工了。,岗_3_05_04,岗,名,职位。
他还写了电影剧本《顺时针》，由约翰·克里斯主演，以及电视连续剧《～鬼脸》，主演埃莉诺·布龙。,做_1_08_08,做,动,装作。
布里亚特部在1923年成立苏维埃自治政府、最终并入苏联（今天是俄罗斯联邦的加盟共和国之一），原外蒙王公支持下建立的博客多汗国则在苏俄～军支持下建立了蒙古人民共和国，东蒙古和内蒙古的自治政府则先后加入了中华民国、中华人民共和国，并在中国共产党支持下设置了内蒙古自治区。,红_1_06_04,红,形,革命或政治觉悟高的象征。
描写它的谓语是：“蠢蠢欲动”、“～眉鼠眼”、“窥测方向”、“钻空子”、“捣乱”、“破坏”、“下毒”、“进攻”、“暴露”、“和平演变”、“拉拢”、“腐蚀”、“教唆”、“煽动”、“人还在，,贼_1_05_03,贼,形,邪恶的。
在《女招待》中，女招待停～了一下，前面的顾客正在吸烟，而背景中的一名芭蕾舞者，伸展手臂，即将旋转起舞。,顿_2_07_01,顿,动,暂停。
虽然同赫鲁晓夫在意识形态上存在分歧，但还是钦～苏联的建设成就。,佩_1_03_03,佩,动,敬仰。
大会由一位主席（由成员国中产生，根据区域进行轮换）和21位副主席主～。,持_1_06_04,持,动,主理。
叹为～止。参看1324页〖叹为观止〗。,观_2_03_01,观,动,看。
他在《空城计》里～演诸葛亮,扮_1_02_01,扮,动,扮演。
我国人民历～就有勤劳勇敢的优良传统。,来_2_13_10,来,名,方位词，从过去到现在。
人家过去对咱有过好～，咱不能忘了。,儿_2_02_01,儿,缀,后缀，名词后缀，表示小或词性变化或区分不同事物。
用最小的代～办更多的事情。,价_2_04_02,价,名,价值。
事情没办好，感到～疚。,负_1_11_02,负,动,承担。
这段文字不长，却～涵着丰富的内容。也作蕴含。,蕴_1_03_01,蕴,动,含蓄积聚。
恬静的乡村没有那种扰人的～声。,市_1_05_01,市,名,集中买卖货物的固定场所；市场。
板子～了,劈_1_06_02,劈,动,裂开。
实践是检～真理的唯一标准。,验_1_03_01,验,动,检查。
他不愿意说，我也不～再问,便_1_05_01,便,副,方便。
经本报～线，双方签订了合作意向书。,搭_1_07_03,搭,动,连结。
“麦卡锡主义是～起袖子的美国精神，”麦卡锡在1952年的演讲中这样说，同年晚些时候他出版了《麦卡锡主义：为美国战斗》一书。,挽_1_05_03,挽,动,向上卷。
他正在发烧，脸上～烫。,火_1_10_01,火,名,燃烧时所产生的光和焰。
当珍妮佛抵达杰宁斯家，并打算杀死强暴～之一的阿尔比。,犯_1_05_03,犯,名,罪人。
广场上的歌声愈来愈～昂。,高_1_08_04,高,形,超过平均水平的。
他的文章～风朴实无华。,作_1_07_03,作,动,写。
另外，李敖由孟绝子手上拿到台湾受迫害被关的政治犯名单（内有中共、台独人士等等），～要把这份名单送到联合国与人权组织去告发。,并_1_01_01,并,动,合一。
这家餐厅节前推出几款新～品。,菜_1_04_03,菜,名,经烹调供下饭下酒的食物。
他在各地的绰号褒贬不一，英格兰妇女～喜欢讥笑他是「粗鲁的荷兰矮熊」；在北爱尔兰和部分苏格兰的称号则是贤明王比利（Good King Billy）；荷兰更是奉他为「护国英雄」，无比崇敬。,界_1_05_03,界,名,某一类人的总体。
解决好城市垃圾的清运和～纳问题。也作销纳。,消_1_05_02,消,动,除去；去除。
计算机问～以来，发展很快。,世_1_07_06,世,名,人世间。
乙队的～率略高于甲队。,胜_1_05_01,胜,动,成功。
字些～大一点儿就好了。,微_1_05_05,微,副,稍微。
在畜种方面，高山草甸草场多牦牛，高原宽～草原多绵羊，海拔较低的地区还有黄牛和犏牛。,谷_2_03_02,谷,名,谷子。
我只见过他那～一两次。,么_1_02_01,么,缀,后缀。
你快走，或～还赶得上车。,者_1_06_01,者,助,人或事物具有某种属性或从事某种动作的标志。
虚～一刀。,晃_3_02_02,晃,动,很快地闪过。
对不合格的人员进行～岗培训。,脱_1_08_03,脱,动,脱离。
他可以学～玩伴们的动作神态，并且符合他们特点地表现出来。,习_1_04_01,习,动,学习；复习；练习。
因遇大旱，夏季作物全部失～。,收_1_08_04,收,动,收获；收割。
他只用几笔，便勾勒出一幅海上日出的～景。,图_1_06_01,图,名,画的画。
鹿茸是～补身体的中药。,滋_1_02_02,滋,动,增添；增加。
悉尼大学的最高行政机构是校～会（另译：大学理事会、校务委员会，），其权力由《悉尼大学法》规定并由新南威尔士州议会问责。,董_1_03_02,董,名,管理公司事务的人。
类固醇有时也会作为添加物加入抗生素中，止痛部分则可考虑使用布洛芬等等只有在患者免疫功能不佳，或是耳朵周围有蜂窝组织～的现象，才建议使用口服抗生素。,炎_1_04_02,炎,名,炎症。
～联几户乡亲合办了一个养鸡场。,串_1_09_01,串,连,贯穿。
水果、蔬菜贮藏在地窖里，水分不容易～失。,散_1_03_02,散,动,分散；分发。
他练的这套拳，式～摆得很好。,子_4_02_01,子,缀,名词后缀，用于名词、形容词或动词性词素后。
真～霉，赶到车站车刚开走。,倒_2_04_01,倒,动,横躺。
食物中毒的民工均已～救。,获_1_03_02,获,动,获得。
有一封信，拜～您带给他。,托_2_03_01,托,动,委托；寄托。
写文章要尽～简明一些。,量_1_04_02,量,名,限度。
根据情～轻重分别处理。,节_2_09_01,节,名,物体各段的连接点。
炮弹在敌人的碉堡上开了～。,花_1_18_01,花,名,种子植物的有性繁殖器官，由花瓣、花萼、花托、花蕊组成，有颜色、香味，有些很艳丽。
过～施肥对作物生长不利。,量_1_04_03,量,名,数目；数量。
这个论点理由很充分，能～立。,成_1_10_01,成,动,达到预期目标；取得成功。
老师给几个学习上有困难的同学补课，开～灶。,小_1_09_01,小,形,在体积、面积、数量、力量、强度等方面不及一般的或不及比较的对象。
这个瓜～有十几斤吧。,怕_1_04_04,怕,副,表示估计，含有担心的意思。
使用史匹哲太空望远镜，科学家证实了半人马座 A是经由星系碰撞而被狼～虎咽的螺旋星系。,吞_1_03_01,吞,动,整个地咽。
他对于促进双方的协作助～不少。,力_1_05_02,力,名,能力。
新会计刚到，账目还没有～交。,移_1_03_01,移,动,移动。
一艘万吨货轮～靠在码头。,停_1_04_03,停,动,停放；停泊。
她是个好～的姑娘，从来不肯落后。,强_2_07_02,强,形,情感或意志所要求达到的程度高；坚定。
～津乐道(很感兴趣地谈论)。,津_1_03_01,津,名,唾液。
不战则已，战则～胜。,必_1_03_01,必,副,肯定；一定。
～问。,垂_1_04_02,垂,形,敬辞，用于他人对自己的行动。
顾客需要的日用小百货不能断～。,档_1_06_04,档,名,级别。
十多位科学家联～进行实地调查,手_1_07_01,手,名,人体上肢前端可握取物体的部分。
安插眼～。〖眼泡〗yǎnpāo(眼～儿)名上眼皮,目_1_09_01,目,名,眼睛。
好～没收到她的来信了。,久_1_03_01,久,形,长时间。
词句朴实无华，不重藻～。,饰_1_04_01,饰,动,装饰。
他收～了很多宝贵资料。,存_1_09_02,存,动,储藏。
橱窗里摆着各～鞋帽。,款_2_05_04,款,名,式样。
艺术家的精彩表演～服了观众。,征_1_02_02,征,动,讨伐。
此外，公园的最高处还设有一个亭子，被称为“四方八景阁”，从亭子里可以看见公园的全～和附近的南京广播电视塔，逢重大节日时，还可以从此观赏烟火。,貌_1_03_02,貌,名,形貌；外观。
快～手，这东西禁不起摆弄,住_1_04_02,住,动,停止；结束。
你得罪了人家，总得赔个～才是。,话_1_02_01,话,名,说出来的能够表达思想的声音，或都把这种声音记录下来的文字。
你说我该怎么称～她？称～大婶行吗？,呼_1_04_03,呼,动,喊人来。
详情待我回来后当面～告。,奉_1_07_06,奉,动,敬辞，用于自己的举动涉及对方时。
这孩子真～！,淘_2_02_02,淘,形,顽皮。
他太粗心，办这件事可有点悬～。,乎_2_02_02,乎,缀,形容词或副词后缀。
这人太～惰了，在家里什么事都不愿意干。,懒_1_02_01,懒,形,不愿意做事或努力的。
品川站西口侧位在三田 - 高轮台台地下的～野。,原_3_02_01,原,名,广袤平坦之地。
打开窗户，屋子就会～亮些。,明_1_09_01,明,形,明亮。
这项工作我还能勉～坚持下来。,强_3_01_01,强,动,勉强。
会后中共文革小组向毛泽东汇报，经毛泽东表态，文革小组开始制造“二月～流案”。,逆_1_06_01,逆,动,朝相反方向。
人们集～在老槐树下休息。,聚_1_02_01,聚,动,集合。
大学有研究指出该报的经济观点上反对政府利用基建等公共事业拉动经济，同时朝日新～曾发报道反对安倍经济学中利用量化宽松提振经济的政策。,闻_1_06_02,闻,名,听到的事情，消息。
"他补充道，配音总监 Karl Willems,率领的专业团队呈献出的配音比其它版本少了～腔滑调的叫喊与尖叫。",油_1_05_04,油,形,圆滑。
半路上遇见几个老朋友，正好搭～一起去,伴_1_03_01,伴,名,同行者。
在大会上，很多代表做了～彩的发言。,精_1_09_03,精,形,佳，好。
这几块砖砌得不齐，～进去了一点儿。,错_1_07_01,错,动,参差。
他曾～与这个规划的制订工作。,参_3_02_01,参,动,加入；参与。
这次试验由王总工程师～刀,操_1_08_01,操,动,握持。
在数日前被～。,害_1_06_04,害,动,杀。
一首民歌～绎出一段感人的爱情故事。,演_1_05_02,演,动,发挥。
该事件使得政府修改了多项法规，包括1956年清洁空～法，并且对于各国现代公害运动及环境运动的兴起具有深远的影响。,气_1_14_02,气,名,空气。
～难之交(共过患难的朋友)。,患_1_03_01,患,名,祸害；灾难。
他们到各地考～水利工程。,察_1_02_01,察,动,调查。
这布～量好，又好看，又耐穿。,质_1_04_02,质,名,质量。
通话费将自动从账户中扣～。,减_1_02_01,减,动,去掉一部分。
他觉得自己有点～屈，没再说下去。,理_1_07_02,理,名,道理；事理。
科学家认为地球的年～至少有四十五亿年。,龄_1_03_01,龄,名,年龄。
北京一过三月，天气就～和了,暖_1_02_01,暖,形,温暖。
以前的不～数，从现在算起。,算_1_10_06,算,动,计算；认可有效。
这本新书～封还没有打开。,塑_1_02_02,塑,名,塑料。
她在区里开完会，～路到书店看了看。,顺_1_09_02,顺,介,顺着。
～叠精神(打起精神)。,打_1_24_21,打,动,干，从事。
数风流人物，还看～朝。,今_1_04_02,今,名,当下的。
当时，李敖的文章发挥了很大的作用，他强调反封建和西化，其《老年人和棒子》、《传统下的独～》等颇有影响，开始闻名于台湾，在学生圈造成很大的震撼，也对时人的思想形成冲击。,白_3_04_02,白,名,戏曲或歌剧中用说话腔调说的语句。
这个孩子既聪～又用功，学习上进步很快。,明_1_09_04,明,形,洞察力强；观察准确；对事物看得透彻。
子弟兵与人民～肉相连。,骨_2_03_01,骨,名,骨头。
～爷作风(指好逸恶劳、挥霍浪费的作风)。,少_1_03_01,少,形,年轻。
木桩长年浸～在水里容易朽烂。,泡_4_04_03,泡,动,较长时间地放在液体中。
他两个岁数差不多，但是不～辈。,同_2_10_01,同,形,一致；相似。
心如死～(形容心灰意懒)。,灰_1_05_01,灰,名,物质烧后的粉末。
用实际行动来表示诚～。,意_1_04_02,意,名,心愿。
图书馆天天开放，星期一除～。,外_1_08_07,外,名,方位词。以外。
坚决打击～售假冒伪劣商品的行为。,制_1_05_01,制,动,造。
我们的队伍是一支久经考～的队伍。,验_1_03_01,验,动,检查。
一切物体都在不断地运动，它们的～止和平衡只是暂时的，相对的。,静_1_04_01,静,形,静止不动。
～喜，～喜!也算我一份儿。,随_1_06_01,随,动,跟随，随着。
办兜肚，将蕲艾捶软铺匀，蒙以丝绵，细针密行，勿令散乱成块，夜卧必需，居常亦不可轻～。,脱_1_08_05,脱,副,傲慢。
不一定同人类社会发生～系。,联_1_03_01,联,动,结合；联合。
去年一场病，差点儿～灯。,吹_1_06_01,吹,动,出气。
该提案以四分之三的多数票获得通～。,过_4_03_01,过,动,趋向动词，用在动词后，表示经过。
这样好的风景，没来逛过的，来一趟也开～,眼_1_06_01,眼,名,人或动物的视觉器官。通称眼睛。
他们搭了～，一起做买卖。,伙_2_04_01,伙,名,同伴；伙计。
走钢丝的演员举着一把伞，保持身体的～衡。,均_1_03_01,均,形,平均。
研究所目前的人员～成不太合理。,构_1_04_01,构,动,组合，构造。
～郎担(货郎装货物的担子)。,货_1_05_02,货,名,物品；商品。
人家这是在谈正事，你别在一旁～乱了。,添_1_03_01,添,动,增加。
这是历史上～曾有过的奇迹。,未_1_02_01,未,副,没。
那次分手的情景使人不能～怀。,忘_1_01_01,忘,动,忘记。
古城伴着现代化的～动呈现出新的面貌。,律_1_05_01,律,名,法规；规范。
把失足青少年改造成为新～。,人_1_09_04,人,名,指某种人。
室内～放花卉不宜过多。,摆_1_07_01,摆,动,放置；排列。
接到他的电话，心里稍～安定了些。,许_2_02_01,许,未,表程度。
小艇在荡漾的春波中悠～。,游_1_06_02,游,动,漫步。
向人张～，怪难为情的。,嘴_1_03_01,嘴,名,口。
别把功课～了,荒_1_09_05,荒,动,荒疏。
这件事只要你乐～办，保险办得好。,意_1_04_02,意,名,心愿。
优抚工作暂照～案办理。,旧_1_05_01,旧,形,过去的；过时的。
谁～你来的？。,让_1_07_04,让,动,表示指示、允许或听任。
我对老人的心意请你代为转～,达_1_06_04,达,动,表达。
先吃点菜垫一垫，免得待会儿喝～心酒。,空_1_04_01,空,动,腾出；使空。
他读了几本关～政治经济学的书,于_1_02_02,于,缀,a)动词后缀b)形容词后缀。
～秋天气，西山红叶正艳。,清_1_09_01,清,形,纯净无杂质。
于是李时珍在徒弟庞宪、儿子建元伴随下，远涉深山～野，观察和收集药物标本。,旷_1_05_01,旷,形,空而宽阔。
此时，缅甸、暹罗和柬埔寨等地的僧人也不断进入斯里兰卡，学习佛法，并重新受～。,戒_1_07_05,戒,名,佛教规定。
～好雨不大，不然非淋成落汤鸡不可。,幸_1_07_04,幸,形,运气好。
地理条件优越，山珍海味富～，为闽菜系提供了得天独厚的烹饪资源。,饶_1_05_01,饶,动,充足；丰富；多。
不要把人家的忍让～做软弱可欺。,看_1_08_04,看,动,对待。
他被～得一无是处。,贬_1_02_02,贬,动,指出缺点，给予不好的评价。
问他几遍，他就是不搭～。,话_1_02_01,话,名,说出来的能够表达思想的声音，或都把这种声音记录下来的文字。
参军后，～任排长、连长等职。,历_1_04_03,历,副,遍。
抵达云南的当天，～遇泼水节。,巧_1_05_03,巧,形,适逢；恰逢机遇。
河流两岸是肥～的土地。,美_1_06_01,美,形,漂亮；吸引人。
对这件事，你要～开些，不要过分生气。,看_1_08_04,看,动,对待。
习习的晚风驱～了一天的闷热。,散_1_03_01,散,动,由聚集而分开。
这个月没时间，～月才能把稿子写完。,出_1_13_03,出,动,超越。
做好调度工作，避免车辆～空。,放_1_16_13,放,动,使处于一定的位置。
因时间～突，会开不成了。,冲_1_05_03,冲,动,撞击对方。
练过几年～，有两下子。,功_1_04_03,功,名,技艺。
把水搅～。,浑_1_05_01,浑,形,浑浊。
～数第一名(最后一名)。,倒_1_04_01,倒,动,颠倒。
经过一～周折，田震才最终适应了城里的生活；后以优异的成绩考入了北京大学附属中学。,番_2_02_02,番,量,表示次数。
这部影片拟于九月～镜，年底停机。,开_2_18_09,开,动,始。
他这篇文章是1936年写成的，～时并没有发表。,当_1_06_05,当,名,指事情发生的。
后来他发现底片不够后则～托科克·马特森（Kirk Martsen）寻觅底片，在马特森找到了富士100 ASA彩色负片单卷并且将其装上相机后，怀登便拍下了阻挡坦克的相片。,拜_1_07_06,拜,副,敬称，用于人际交往。
听了报告，他的心里明～了。,朗_1_03_01,朗,形,亮。
在织布以前要将棉纱弄湿，才不会～结,扭_1_06_02,扭,动,拧。
去年是歉～，今年是丰年。,年_1_11_07,年,名,庄稼收成。
1989年六四天安门事件前后，各种媒体被封锁，各地学生运动组织为了解北京的情况曾大量购买过短波收音机，以通过BBC或者美国之音的广播收集信息，导致短波收音机脱～。,销_1_05_03,销,动,售卖。
这项发明得到了100万元～赏。,重_2_07_03,重,形,深。
人家问你，你怎么不答～？,话_1_02_01,话,名,说出来的能够表达思想的声音，或都把这种声音记录下来的文字。
洗好的丝绸衣服不宜暴～。,晒_1_03_01,晒,动,太阳把光和热照射到物体上。
该轮到耶洗别了！耶户凯旋归来，到了耶斯列，耶洗别立即～粉梳头，从王宫的窗户往外观看。,擦_1_05_03,擦,动,抹。
这部作品凝～着他一生的心血。,聚_1_02_01,聚,动,集合。
声～鹊起(形容名声迅速提高)。,名_1_09_04,名,名,声誉。
先进人物的特点～于他们总是把集体利益放在个人利益之上。,在_1_08_05,在,动,在于；决定于。
较为～衡许多。,平_1_11_06,平,动,稳定。
今若见我形貌毁坏，貌不如前，必定畏恶吐弃我，又怎肯再追思我以及照顾我的兄弟呢！根据《汉书》的记载，武帝以皇～之礼为李夫人下葬。,后_2_03_01,后,名,皇帝的配偶。
听了这话，心里真不是滋～。,味_1_06_01,味,名,物质的特性，能使舌头感受到某种味觉。
有意见当面提，别在背后嚼～。,舌_1_03_01,舌,名,舌头。
～起植树造林的新高潮。,掀_1_02_01,掀,动,使遮挡覆盖的东西向上离开；揭。
由他去办这件事再～当不过了。,适_1_03_01,适,动,合适。
这位老先生～学功底很深。,旧_1_05_01,旧,形,过去的；过时的。
这匹野马终于被他～服了。,驯_1_02_02,驯,动,使服从。
在艰苦的环境里～炼自己。,锤_1_05_04,锤,动,用锤敲打。
一个沉着，一个急躁，他俩的性格迥～不同。,然_1_05_04,然,缀,词或形容词后缀。
另外，赫伯特艺术画廊与博物馆是考文垂主要的艺术～列馆；城外有重建的古罗马要塞 Lunt Fort；在考文垂机场附近还有密德兰航空博物馆。,陈_1_02_01,陈,动,布置，摆放。
他经常光～博物馆，认识了两位在那里工作的博物学家，和。,顾_1_06_04,顾,动,商店或服务行业指人前来购买东西或要求服务。
～了两天的路，累坏了。,走_1_11_01,走,动,人或鸟兽的脚交互向前移动。
人口多，花～也就大些。,销_1_05_04,销,动,消费。
我们应该为增加生产着～。,想_1_04_03,想,动,打算；计划。
检查制度不严，会造成很坏的后～。,果_1_03_02,果,名,结局；结果。
这项工程从动工到完成前～仅用了半年时间。,后_1_04_02,后,名,方位词。未来的；较晚的。
超～儿童(智商特别高的儿童),常_1_05_01,常,形,普通。
这一案件的～理工作正在进行。,审_1_04_02,审,动,审。
这件毛线衣再打几针该收～了吧？,口_1_12_07,口,名,口子。
他又把饭做煳了，真恨～!,人_1_09_01,人,名,能制造工具并使用工具进行劳动的智慧生物。
找个～风的地方休息一下。,背_3_09_01,背,动,背部对着。
工业和农业是互相依～、互相支援的两大国民经济部门。,赖_1_07_01,赖,动,依赖。
这本书多年来在海内外～行不衰。,销_1_05_03,销,动,售卖。
这部线装书有一函～损了,残_1_04_01,残,动,不全；缺损。
天下着大雨，连方向也～辨不清了。,分_3_10_03,分,动,辨。
过去在船上话里带“翻”字是～忌。,犯_1_05_01,犯,动,违抗。
他走了～怕有二十天了。,恐_1_03_03,恐,副,恐怕。
你有什么犯～的事，可以跟大家说说。,难_2_03_01,难,形,艰难，不易。
他正要出去，忽～下起大雨来了。,然_1_05_04,然,缀,词或形容词后缀。
中国有将～四千年的有文字可考的历史。,近_1_04_02,近,动,靠近。
1921年12月，他又被授予国大～在同盟内的执行代表。,党_1_05_01,党,名,政党，在我国指中国共产党。
